desc_cod_escoa_sanitario_domic_fam;cod_familiar_fam
Outra forma;7455667400
Fossa séptica;7455764359
Fossa séptica;7455937121
Fossa séptica;7456149305
Outra forma;7456192405
Outra forma;7466075550
Outra forma;7467161921
Outra forma;7458341408
Fossa séptica;7459546690
Fossa séptica;7460292257
Direto para um rio, lago ou mar;7460736074
Fossa rudimentar;7461412540
Outra forma;7463036537
;7463108970
Direto para um rio, lago ou mar;7463517047
Outra forma;7464485890
Direto para um rio, lago ou mar;7464985788
Direto para um rio, lago ou mar;7465502438
Direto para um rio, lago ou mar;7467331274
Fossa séptica;7468217432
Fossa séptica;7469184295
Fossa séptica;7469407774
;7469631577
Outra forma;7469761004
;7481149631
Fossa séptica;7482103007
Vala a céu aberto;7482547576
Fossa séptica;7470474307
Fossa rudimentar;7470619631
Outra forma;7470687041
Outra forma;7470734309
Outra forma;7471034963
Fossa séptica;7471183535
Outra forma;7471213469
Vala a céu aberto;7473023241
Vala a céu aberto;7474117193
Fossa séptica;7474227452
Direto para um rio, lago ou mar;7474551551
Fossa séptica;7474968037
Fossa séptica;7476029305
Outra forma;7476674200
Fossa séptica;7477247500
Direto para um rio, lago ou mar;7477423082
;7477517494
Direto para um rio, lago ou mar;7478264557
Direto para um rio, lago ou mar;7483622075
Direto para um rio, lago ou mar;7484251526
Vala a céu aberto;7486518961
Direto para um rio, lago ou mar;7487451909
Direto para um rio, lago ou mar;7487911080
Fossa séptica;7488686152
Direto para um rio, lago ou mar;7489303109
Outra forma;7489363608
Direto para um rio, lago ou mar;7491585906
Fossa séptica;7491793843
Fossa séptica;7492201397
Fossa séptica;7492449410
Outra forma;7493591962
Vala a céu aberto;7504411515
Vala a céu aberto;7504917010
Vala a céu aberto;7505097245
Direto para um rio, lago ou mar;7505261657
Outra forma;7505449702
Fossa séptica;7494031448
Fossa séptica;7494088474
Fossa séptica;7494425659
Fossa séptica;7494766642
Outra forma;7495394536
Fossa séptica;7495509708
Fossa séptica;7495809922
Fossa séptica;7495998636
Fossa séptica;7496096059
Direto para um rio, lago ou mar;7497227548
Fossa séptica;7497290746
Outra forma;7497543032
Outra forma;7498535300
Outra forma;7499182681
Direto para um rio, lago ou mar;7499281400
Outra forma;7499368785
Outra forma;7499626903
Fossa séptica;7500181272
Direto para um rio, lago ou mar;7501104905
Outra forma;7501127867
Fossa séptica;7501396337
Fossa séptica;7501733279
Outra forma;7502096400
Direto para um rio, lago ou mar;7505805185
Fossa séptica;7505910566
Vala a céu aberto;7506159821
Fossa rudimentar;7506162105
Fossa séptica;7506257831
Fossa séptica;7506299402
Fossa séptica;7506458659
Fossa séptica;7507217400
Outra forma;7507352013
Outra forma;7507361276
Fossa séptica;7507573966
Outra forma;7507936864
Fossa séptica;7508096207
;7508489870
Fossa séptica;7508509498
;7508933621
Fossa séptica;7509587905
Fossa séptica;7509811139
Direto para um rio, lago ou mar;7510496624
Fossa séptica;7510584329
Fossa séptica;7511107281
Fossa séptica;7511123309
Fossa séptica;7511391907
Fossa séptica;7512115598
Fossa séptica;7512511515
Outra forma;7512911530
Direto para um rio, lago ou mar;7513098930
Fossa séptica;7513298513
;7514036440
Fossa séptica;7514118330
Fossa séptica;7514227709
;7514804609
Outra forma;7514844317
Fossa séptica;7514941517
Outra forma;7515048310
;7515383453
Outra forma;7515384425
Outra forma;7535593402
Outra forma;7536040199
Fossa séptica;7516827720
Fossa séptica;7517633902
Fossa séptica;7517960008
Outra forma;7519242293
Fossa séptica;7519786200
Outra forma;7519800300
Fossa séptica;7521030591
;7521458788
Vala a céu aberto;7522550025
Fossa séptica;7523189504
Outra forma;7524173636
Fossa séptica;7524178352
;7524530846
Outra forma;7525164002
Direto para um rio, lago ou mar;7525275335
Outra forma;7525568510
Fossa séptica;7525883467
Direto para um rio, lago ou mar;7528010073
Fossa séptica;7528367737
Fossa séptica;7530000675
Fossa séptica;7530223704
Fossa séptica;7530753690
Fossa séptica;7531472465
Fossa séptica;7532016900
;7532443060
Fossa séptica;7533065492
Fossa séptica;7533664957
;7534887526
Fossa séptica;7535057039
Fossa séptica;7535346901
Outra forma;7538081615
Outra forma;7538620508
Fossa séptica;7538679820
Outra forma;7539022906
Vala a céu aberto;7539136740
Fossa séptica;7540713836
Fossa séptica;7540766956
Fossa rudimentar;7541194590
Outra forma;7541374903
Fossa séptica;7541975575
Outra forma;7543756331
Fossa séptica;7545341708
Direto para um rio, lago ou mar;7545821327
;7546333814
;7547277349
Outra forma;7547974309
Fossa séptica;7548201060
Outra forma;7548342470
Fossa séptica;7548994206
Fossa séptica;7549892750
Outra forma;7550738947
Direto para um rio, lago ou mar;7550754551
Direto para um rio, lago ou mar;7551000429
Direto para um rio, lago ou mar;7551072250
Fossa séptica;7559621767
Outra forma;7559858260
Outra forma;7559934110
Direto para um rio, lago ou mar;7560050000
Outra forma;7551330569
Fossa séptica;7551804293
;7553563064
Outra forma;7553601683
Outra forma;7555431572
Fossa séptica;7555477645
Outra forma;7556077160
;7556933881
;7557208145
;7557290135
Outra forma;7558250633
;7558569532
Fossa séptica;7558718635
Fossa séptica;7559268463
Fossa séptica;7560434924
Vala a céu aberto;7569276841
Direto para um rio, lago ou mar;7569795792
Fossa séptica;7578131605
;7560704301
Direto para um rio, lago ou mar;7561117221
Fossa séptica;7561156987
Direto para um rio, lago ou mar;7561919638
Outra forma;7561931760
Direto para um rio, lago ou mar;7561954034
Direto para um rio, lago ou mar;7563659617
Fossa séptica;7563747150
Direto para um rio, lago ou mar;7564005386
Vala a céu aberto;7564612002
Fossa séptica;7564657103
Direto para um rio, lago ou mar;7564719150
Fossa séptica;7565949361
Vala a céu aberto;7566136470
Direto para um rio, lago ou mar;7567064839
Outra forma;7567731134
Fossa séptica;7570412729
Fossa séptica;7571109400
;7571425751
Direto para um rio, lago ou mar;7571646170
;7571652065
Fossa séptica;7571791189
Fossa séptica;7571978173
;7572023223
Direto para um rio, lago ou mar;7572296467
;7572416624
Fossa séptica;7573124627
Outra forma;7573942303
Vala a céu aberto;7574294240
Direto para um rio, lago ou mar;7574994650
;7576158808
Outra forma;7576695730
Fossa séptica;7576937416
Fossa séptica;7577201022
Fossa séptica;7577439789
Fossa séptica;7578320831
Outra forma;7578361511
Outra forma;7579275996
Outra forma;7579531070
Outra forma;7579639190
Fossa séptica;7580495104
Vala a céu aberto;7580778408
Fossa séptica;7581051854
Direto para um rio, lago ou mar;7581250547
;7581756122
Direto para um rio, lago ou mar;7582166701
Outra forma;7582262689
;7582391306
Fossa séptica;7582754123
Fossa séptica;7582996488
Outra forma;7583657210
;7583789478
Direto para um rio, lago ou mar;7584426964
Outra forma;7584754627
;7584904378
Fossa séptica;7585876866
Outra forma;7586069662
Direto para um rio, lago ou mar;7586153612
Direto para um rio, lago ou mar;7586237719
Outra forma;7586385076
Direto para um rio, lago ou mar;7587021400
Fossa séptica;7587852751
Vala a céu aberto;7588295074
Fossa séptica;7588333189
Fossa séptica;7595986907
Direto para um rio, lago ou mar;7596172016
Outra forma;7596306586
;7596322190
Outra forma;7604764380
Outra forma;7605030525
Fossa séptica;7588663561
;7588676701
Direto para um rio, lago ou mar;7588924624
;7589085120
Outra forma;7589130958
Fossa séptica;7589318590
Direto para um rio, lago ou mar;7590541699
Fossa séptica;7590647411
Fossa séptica;7591753657
Outra forma;7591962906
Fossa séptica;7592033186
Vala a céu aberto;7594353838
Outra forma;7596573436
Fossa séptica;7597500173
Outra forma;7597751680
Outra forma;7598007071
Direto para um rio, lago ou mar;7598112533
Outra forma;7598786682
Fossa séptica;7599073159
Fossa séptica;7599254021
Fossa séptica;7599290419
Fossa séptica;7599569103
Outra forma;7599934910
Fossa séptica;7600806401
Fossa séptica;7603281709
;7603671752
Fossa séptica;7604259499
Outra forma;7605166427
;7606123748
Outra forma;7606724237
Fossa séptica;7606934126
Fossa séptica;7607358323
Outra forma;7607637478
Fossa séptica;7608630329
Fossa séptica;7609225274
Direto para um rio, lago ou mar;7609669156
Fossa séptica;7610345601
;7610771465
Fossa séptica;7611209205
;7611557327
;7612067790
;7612822385
Fossa séptica;7612874423
Vala a céu aberto;7614072430
Fossa séptica;7614538730
Fossa séptica;7615770092
Fossa séptica;7615985536
Fossa séptica;7622334863
Vala a céu aberto;7617315040
Outra forma;7617376189
Fossa séptica;7619002090
Fossa séptica;7619573593
Outra forma;7619669515
Vala a céu aberto;7619726764
Outra forma;7620210636
;7621054107
Direto para um rio, lago ou mar;7623640330
Vala a céu aberto;7630666489
Fossa séptica;7630747489
Fossa séptica;7623812807
Direto para um rio, lago ou mar;7623852787
Fossa rudimentar;7624259540
Outra forma;7625238598
Fossa séptica;7625283461
Fossa séptica;7625567303
Outra forma;7626394747
Fossa séptica;7628378536
Fossa séptica;7628882706
Fossa séptica;7628936725
Outra forma;7629191324
Fossa séptica;7629244975
Fossa séptica;7629291701
Fossa séptica;7630289910
Fossa séptica;7631507465
Vala a céu aberto;7632357769
Outra forma;7632460772
;7632496025
Fossa séptica;7632509291
Outra forma;7633311711
Fossa séptica;7634272094
Fossa séptica;7634629936
;7634716588
Outra forma;7635367927
Fossa séptica;7635426010
Fossa séptica;7635950045
;7637133923
Fossa séptica;7637167585
Fossa séptica;7637303608
Fossa séptica;7637304248
;7637568300
Fossa séptica;7637603741
Outra forma;7637769208
Fossa séptica;7638383303
Fossa séptica;7638450353
Direto para um rio, lago ou mar;7639250986
Outra forma;7639774896
Outra forma;7640450322
Fossa séptica;7640627940
Direto para um rio, lago ou mar;7640717779
Fossa séptica;7641166300
;7641349498
Fossa séptica;7641646271
Fossa séptica;7642134150
Direto para um rio, lago ou mar;7643395594
Fossa séptica;7643921237
Fossa séptica;7644022180
Fossa séptica;7644187855
;7644823271
Outra forma;7644918060
Fossa séptica;7645151447
Outra forma;7645435208
Outra forma;7645571144
Outra forma;7645657880
Direto para um rio, lago ou mar;7646062049
Direto para um rio, lago ou mar;7646370533
Direto para um rio, lago ou mar;7647522191
Fossa séptica;7647707213
Fossa séptica;7648096609
Outra forma;7648451441
Outra forma;7648604531
Fossa séptica;7648705990
Direto para um rio, lago ou mar;7649333701
Fossa séptica;7649338258
Fossa séptica;7649699862
;7649730298
Outra forma;7649908704
Fossa séptica;7650269884
Fossa rudimentar;7654034989
Fossa séptica;7654040601
Fossa séptica;7654046995
Outra forma;7654207670
Fossa séptica;7654244010
Direto para um rio, lago ou mar;7654277962
Fossa séptica;7651485289
Fossa séptica;7652049407
Fossa séptica;7652084318
Fossa séptica;7652102235
Direto para um rio, lago ou mar;7652125952
Fossa séptica;7652143268
Fossa séptica;7652225400
Fossa rudimentar;7652258405
Fossa séptica;7652292930
Fossa séptica;7652298202
Outra forma;7652351103
Direto para um rio, lago ou mar;7652365910
Direto para um rio, lago ou mar;7652401143
Direto para um rio, lago ou mar;7654722958
;7654828276
Fossa séptica;7654848978
Outra forma;7654942990
Direto para um rio, lago ou mar;7655148775
;7655456593
Fossa séptica;7655566267
Direto para um rio, lago ou mar;7655664510
Fossa séptica;7655910308
Direto para um rio, lago ou mar;7655936536
Direto para um rio, lago ou mar;7655996946
Vala a céu aberto;7656033068
Outra forma;7656285385
Direto para um rio, lago ou mar;7656309233
Fossa séptica;7656390502
Vala a céu aberto;7656392629
Direto para um rio, lago ou mar;7656700110
Outra forma;7656818979
Fossa séptica;7657276924
Direto para um rio, lago ou mar;7657868007
Vala a céu aberto;7658098000
Outra forma;7659508202
;7660237616
Outra forma;7660242458
Fossa séptica;7660415735
Outra forma;7666236964
;7666445881
Outra forma;7667068003
Outra forma;7667146080
Fossa séptica;7667155909
Outra forma;7661160188
Direto para um rio, lago ou mar;7661361590
;7661500540
;7661996731
Outra forma;7662053989
Direto para um rio, lago ou mar;7662826511
Outra forma;7662959902
Fossa rudimentar;7663522346
Fossa séptica;7663566394
Outra forma;7663601211
Fossa séptica;7663881907
Outra forma;7664055598
Outra forma;7665050140
Fossa séptica;7665399622
Fossa séptica;7665834655
Fossa séptica;7667771200
Fossa séptica;7680576980
Outra forma;7668565264
Direto para um rio, lago ou mar;7668802576
Fossa séptica;7668806725
Outra forma;7669138807
Direto para um rio, lago ou mar;7669649062
Fossa séptica;7669911727
Fossa séptica;7670255986
Fossa séptica;7670675926
Direto para um rio, lago ou mar;7670828340
;7671141836
Fossa séptica;7671234761
;7671321656
Outra forma;7671442950
;7671446351
Fossa rudimentar;7671927457
;7672024493
Outra forma;7672063634
Fossa séptica;7672208462
Direto para um rio, lago ou mar;7672302728
;7675980832
Fossa séptica;7682518340
Fossa séptica;7682746211
;7683121916
Fossa séptica;7687829450
;7688339146
Outra forma;7688913292
Outra forma;7683181811
Outra forma;7683406597
Fossa séptica;7683449059
;7683805700
Fossa séptica;7683935581
Fossa séptica;7684090046
Fossa séptica;7684804502
Direto para um rio, lago ou mar;7685109450
Fossa séptica;7685344106
Outra forma;7686302903
Direto para um rio, lago ou mar;7686753590
Vala a céu aberto;7687440161
Direto para um rio, lago ou mar;7687627822
Fossa séptica;7687705807
Fossa séptica;7687737687
Outra forma;7690077757
Fossa séptica;7690241069
;7690242545
Direto para um rio, lago ou mar;7690391893
Fossa séptica;7691067658
Outra forma;7691196628
Direto para um rio, lago ou mar;7691215517
Outra forma;7691255306
Outra forma;7691469292
Fossa séptica;7691744005
Outra forma;7692095132
Outra forma;7692860629
Vala a céu aberto;7692880735
Fossa séptica;7692929840
;7693114319
Fossa séptica;7693248943
Outra forma;7693697586
Outra forma;7693972552
Outra forma;7694011122
Direto para um rio, lago ou mar;7694079355
Direto para um rio, lago ou mar;7694393300
Fossa séptica;7694805862
Direto para um rio, lago ou mar;7694840340
Outra forma;7695250082
Direto para um rio, lago ou mar;7696015028
Vala a céu aberto;7696151630
Outra forma;7697357976
Outra forma;7697409526
Direto para um rio, lago ou mar;7697419750
Vala a céu aberto;7697540746
Direto para um rio, lago ou mar;7697588196
Direto para um rio, lago ou mar;7697667304
Outra forma;7697854848
Fossa séptica;7697901943
Fossa séptica;7698784150
Fossa séptica;7698874907
Direto para um rio, lago ou mar;7699078144
Fossa séptica;7699246462
Vala a céu aberto;7699700104
Fossa séptica;7699883934
Fossa séptica;7700565120
Outra forma;7700738165
Fossa séptica;7700786720
Fossa séptica;7701989455
Fossa séptica;7702323531
Fossa séptica;7702383194
Outra forma;7702509635
Fossa séptica;7703025135
;7703122416
Outra forma;7703369810
Fossa rudimentar;7703373419
Fossa séptica;7703416320
Vala a céu aberto;7703702250
Vala a céu aberto;7703910953
Direto para um rio, lago ou mar;7703978752
Outra forma;7704509896
Outra forma;7704579320
Fossa séptica;7705251485
Fossa séptica;7705347407
;7706389618
Outra forma;7708162408
Fossa séptica;7708540283
Fossa séptica;7708652758
Fossa séptica;7708890691
Fossa séptica;7709133770
Fossa séptica;7709202411
Outra forma;7709359400
Fossa séptica;7710108695
Outra forma;7710335241
Fossa séptica;7710544835
Outra forma;7710846769
Outra forma;7711087373
Outra forma;7711489501
Fossa séptica;7711873948
Direto para um rio, lago ou mar;7712733635
Fossa séptica;7712904545
Vala a céu aberto;7713321497
Fossa séptica;7713930086
Outra forma;7714095750
Fossa séptica;7714280735
;7714462922
Fossa séptica;7714565900
Direto para um rio, lago ou mar;7714641932
Outra forma;7714968346
Fossa séptica;7714995238
Fossa séptica;7715360708
Fossa séptica;7715364703
Outra forma;7715515094
Direto para um rio, lago ou mar;7716461605
Fossa séptica;7716772600
Fossa séptica;7717658003
Fossa séptica;7717873672
;7718245136
Fossa séptica;7718698513
Outra forma;7724580065
;7724883203
Direto para um rio, lago ou mar;7724957347
;7718883175
Outra forma;7718979440
Fossa séptica;7720022742
;7720215389
;7720458605
Outra forma;7720674308
Fossa séptica;7720951751
Fossa séptica;7721768179
Fossa séptica;7723695349
;7723835027
